Id,MSSubClass,MSZoning,LotArea,Street,Utilities,BldgType,OverallQual,OverallCond,BsmtQual,YearBuilt,ExterQual,ExterCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GarageCars,GarageCond,SalePrice
1404,20,RL,15256,Pave,AllPub,1Fam,8,5,Gd,2007,Gd,TA,1485.0,GasA,1464,0,3.0,TA,282922.0
1405,50,RL,10410,Pave,AllPub,1Fam,3,4,TA,1915,TA,TA,672.0,GasA,694,520,3.0,TA,105000.0
1406,120,RM,3842,Pave,AllPub,TwnhsE,8,5,Ex,2004,Gd,TA,1594.0,GasA,1646,0,2.0,TA,275000.0
1407,85,RL,8445,Pave,AllPub,1Fam,5,7,Gd,1972,TA,TA,768.0,GasA,768,0,2.0,TA,133000.0
1408,20,RL,8780,Pave,AllPub,1Fam,5,5,TA,1985,TA,TA,833.0,GasA,833,0,0.0,,112000.0
1409,70,RM,7740,Pave,AllPub,1Fam,4,7,Fa,1910,TA,TA,622.0,GasA,741,622,2.0,TA,125500.0
1410,60,RL,20544,Pave,AllPub,1Fam,7,6,Gd,1986,TA,Gd,791.0,GasA,1236,857,2.0,TA,215000.0
1411,60,RL,12420,Pave,AllPub,1Fam,7,5,Gd,2001,Gd,TA,944.0,GasA,944,896,2.0,TA,230000.0
1412,50,RL,9600,Pave,AllPub,1Fam,6,8,TA,1950,TA,Gd,856.0,GasA,1112,556,1.0,TA,140000.0
1413,90,RL,7200,Pave,AllPub,Duplex,4,5,,1949,TA,TA,0.0,Wall,1040,0,2.0,TA,90000.0
1414,20,RL,10994,Pave,AllPub,1Fam,8,5,Gd,2005,Gd,TA,1844.0,GasA,1844,0,2.0,TA,257000.0
1415,50,RL,13053,Pave,AllPub,1Fam,6,7,TA,1923,TA,TA,833.0,GasA,1053,795,2.0,TA,207000.0
1416,120,RL,3635,Pave,AllPub,TwnhsE,7,5,Gd,2007,Gd,TA,1386.0,GasA,1569,0,3.0,TA,175900.0
1417,190,RM,11340,Pave,AllPub,2fmCon,4,6,TA,1885,TA,TA,777.0,GasA,1246,1044,2.0,TA,122500.0
1418,60,RL,16545,Pave,AllPub,1Fam,8,5,Gd,1998,Gd,TA,1284.0,GasA,1310,1140,3.0,TA,340000.0
1419,20,RL,9204,Pave,AllPub,1Fam,5,5,TA,1963,TA,TA,1144.0,GasA,1144,0,1.0,TA,124000.0
1420,20,RL,16381,Pave,AllPub,1Fam,6,5,TA,1969,Gd,Gd,1844.0,GasA,1844,0,2.0,TA,223000.0
1421,60,RL,11700,Pave,AllPub,1Fam,6,6,TA,1968,TA,TA,708.0,GasA,708,708,2.0,TA,179900.0
1422,120,RL,4043,Pave,AllPub,TwnhsE,6,5,Gd,1977,TA,TA,1069.0,GasA,1069,0,2.0,TA,127500.0
1423,120,RM,4435,Pave,AllPub,TwnhsE,6,5,Gd,2003,Gd,TA,848.0,GasA,848,0,2.0,TA,136500.0
1424,80,RL,19690,Pave,AllPub,1Fam,6,7,Gd,1966,Gd,Gd,697.0,GasA,1575,626,2.0,Gd,274970.0
1425,20,RL,9503,Pave,AllPub,1Fam,5,5,TA,1958,TA,TA,1024.0,GasA,1344,0,1.0,TA,144000.0
1426,20,RL,10721,Pave,AllPub,1Fam,6,6,TA,1959,Gd,TA,1252.0,GasA,1252,0,2.0,TA,142000.0
1427,60,RL,10944,Pave,AllPub,1Fam,7,5,Gd,1994,Gd,TA,1223.0,GasA,1223,904,2.0,TA,271000.0
1428,50,RL,10930,Pave,AllPub,1Fam,5,6,TA,1945,TA,TA,913.0,GasA,1048,510,1.0,TA,140000.0
1429,30,RM,7200,Pave,AllPub,1Fam,5,7,TA,1940,TA,Gd,788.0,GasA,804,0,1.0,TA,119000.0
1430,20,RL,12546,Pave,AllPub,1Fam,6,7,Gd,1981,Gd,Gd,1440.0,GasA,1440,0,2.0,TA,182900.0
1431,60,RL,21930,Pave,AllPub,1Fam,5,5,Gd,2005,Gd,TA,732.0,GasA,734,1104,2.0,TA,192140.0
1432,120,RL,4928,Pave,AllPub,TwnhsE,6,6,Gd,1976,TA,TA,958.0,GasA,958,0,2.0,TA,143750.0
1433,30,RL,10800,Pave,AllPub,1Fam,4,6,TA,1927,TA,TA,656.0,GasA,968,0,1.0,Fa,64500.0
1434,60,RL,10261,Pave,AllPub,1Fam,6,5,Gd,2000,TA,TA,936.0,GasA,962,830,2.0,TA,186500.0
1435,20,RL,17400,Pave,AllPub,1Fam,5,5,TA,1977,TA,TA,1126.0,GasA,1126,0,2.0,TA,160000.0
1436,20,RL,8400,Pave,AllPub,1Fam,6,9,TA,1962,Gd,Gd,1319.0,GasA,1537,0,2.0,TA,174000.0
1437,20,RL,9000,Pave,AllPub,1Fam,4,6,TA,1971,TA,TA,864.0,GasA,864,0,2.0,TA,120500.0
1438,20,RL,12444,Pave,AllPub,1Fam,8,5,Ex,2008,Ex,TA,1932.0,GasA,1932,0,3.0,TA,394617.0
1439,20,RM,7407,Pave,AllPub,1Fam,6,7,TA,1957,TA,TA,912.0,GasA,1236,0,2.0,TA,149700.0
1440,60,RL,11584,Pave,AllPub,1Fam,7,6,TA,1979,TA,TA,539.0,GasA,1040,685,2.0,TA,197000.0
1441,70,RL,11526,Pave,AllPub,1Fam,6,7,Ex,1922,TA,TA,588.0,GasA,1423,748,2.0,TA,191000.0
1442,120,RM,4426,Pave,AllPub,TwnhsE,6,5,Gd,2004,Gd,TA,848.0,GasA,848,0,2.0,TA,149300.0
1443,60,FV,11003,Pave,AllPub,1Fam,10,5,Ex,2008,Ex,TA,1017.0,GasA,1026,981,3.0,TA,310000.0
1444,30,RL,8854,Pave,AllPub,1Fam,6,6,TA,1916,TA,TA,952.0,Grav,952,0,1.0,Po,121000.0
1445,20,RL,8500,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,1422.0,GasA,1422,0,2.0,TA,179600.0
1446,85,RL,8400,Pave,AllPub,1Fam,6,5,TA,1966,TA,TA,814.0,GasA,913,0,1.0,TA,129000.0
1447,20,RL,26142,Pave,AllPub,1Fam,5,7,TA,1962,TA,TA,1188.0,GasA,1188,0,1.0,TA,157900.0
1448,60,RL,10000,Pave,AllPub,1Fam,8,5,Gd,1995,Gd,TA,1220.0,GasA,1220,870,2.0,TA,240000.0
1449,50,RL,11767,Pave,AllPub,1Fam,4,7,Fa,1910,TA,TA,560.0,GasA,796,550,1.0,TA,112000.0
1450,180,RM,1533,Pave,AllPub,Twnhs,5,7,Gd,1970,TA,TA,630.0,GasA,630,0,0.0,,92000.0
1451,90,RL,9000,Pave,AllPub,Duplex,5,5,Gd,1974,TA,TA,896.0,GasA,896,896,0.0,,136000.0
1452,20,RL,9262,Pave,AllPub,1Fam,8,5,Gd,2008,Gd,TA,1573.0,GasA,1578,0,3.0,TA,287090.0
1453,180,RM,3675,Pave,AllPub,TwnhsE,5,5,Gd,2005,TA,TA,547.0,GasA,1072,0,2.0,TA,145000.0
1454,20,RL,17217,Pave,AllPub,1Fam,5,5,Gd,2006,TA,TA,1140.0,GasA,1140,0,0.0,,84500.0
1455,20,FV,7500,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,1221.0,GasA,1221,0,2.0,TA,185000.0
1456,60,RL,7917,Pave,AllPub,1Fam,6,5,Gd,1999,TA,TA,953.0,GasA,953,694,2.0,TA,175000.0
1457,20,RL,13175,Pave,AllPub,1Fam,6,6,Gd,1978,TA,TA,1542.0,GasA,2073,0,2.0,TA,210000.0
1458,70,RL,9042,Pave,AllPub,1Fam,7,9,TA,1941,Ex,Gd,1152.0,GasA,1188,1152,1.0,TA,266500.0
1459,20,RL,9717,Pave,AllPub,1Fam,5,6,TA,1950,TA,TA,1078.0,GasA,1078,0,1.0,TA,142125.0
1460,20,RL,9937,Pave,AllPub,1Fam,5,6,TA,1965,Gd,TA,1256.0,GasA,1256,0,1.0,TA,147500.0
1461,20,RH,11622,Pave,AllPub,1Fam,5,6,TA,1961,TA,TA,882.0,GasA,896,0,1.0,TA,
1462,20,RL,14267,Pave,AllPub,1Fam,6,6,TA,1958,TA,TA,1329.0,GasA,1329,0,1.0,TA,
1463,60,RL,13830,Pave,AllPub,1Fam,5,5,Gd,1997,TA,TA,928.0,GasA,928,701,2.0,TA,
1464,60,RL,9978,Pave,AllPub,1Fam,6,6,TA,1998,TA,TA,926.0,GasA,926,678,2.0,TA,
1465,120,RL,5005,Pave,AllPub,TwnhsE,8,5,Gd,1992,Gd,TA,1280.0,GasA,1280,0,2.0,TA,
1466,60,RL,10000,Pave,AllPub,1Fam,6,5,Gd,1993,TA,TA,763.0,GasA,763,892,2.0,TA,
1467,20,RL,7980,Pave,AllPub,1Fam,6,7,Gd,1992,TA,Gd,1168.0,GasA,1187,0,2.0,TA,
1468,60,RL,8402,Pave,AllPub,1Fam,6,5,Gd,1998,TA,TA,789.0,GasA,789,676,2.0,TA,
1469,20,RL,10176,Pave,AllPub,1Fam,7,5,Gd,1990,TA,TA,1300.0,GasA,1341,0,2.0,TA,
1470,20,RL,8400,Pave,AllPub,1Fam,4,5,TA,1970,TA,TA,882.0,GasA,882,0,2.0,TA,
1471,120,RH,5858,Pave,AllPub,TwnhsE,7,5,Gd,1999,Gd,TA,1405.0,GasA,1337,0,2.0,TA,
1472,160,RM,1680,Pave,AllPub,Twnhs,6,5,TA,1971,TA,TA,483.0,GasA,483,504,1.0,TA,
1473,160,RM,1680,Pave,AllPub,Twnhs,5,5,TA,1971,TA,TA,525.0,GasA,525,567,1.0,TA,
1474,160,RL,2280,Pave,AllPub,Twnhs,6,6,TA,1975,TA,TA,855.0,GasA,855,601,2.0,TA,
1475,120,RL,2280,Pave,AllPub,Twnhs,7,6,Gd,1975,TA,TA,836.0,GasA,836,0,1.0,TA,
1476,60,RL,12858,Pave,AllPub,1Fam,9,5,Ex,2009,Ex,TA,1590.0,GasA,1627,707,3.0,TA,
1477,20,RL,12883,Pave,AllPub,1Fam,8,5,Gd,2009,Gd,TA,1544.0,GasA,1544,0,3.0,TA,
1478,20,RL,11520,Pave,AllPub,1Fam,9,5,Ex,2005,Gd,TA,1698.0,GasA,1698,0,3.0,TA,
1479,20,RL,14122,Pave,AllPub,1Fam,8,5,Ex,2005,Gd,TA,1822.0,GasA,1822,0,3.0,TA,
1480,20,RL,14300,Pave,AllPub,1Fam,9,5,Ex,2003,Ex,TA,2846.0,GasA,2696,0,3.0,TA,
1481,60,RL,13650,Pave,AllPub,1Fam,8,5,Gd,2002,Gd,TA,1671.0,GasA,1687,563,3.0,TA,
1482,120,RL,7132,Pave,AllPub,TwnhsE,8,5,Gd,2006,Gd,TA,1370.0,GasA,1370,0,2.0,TA,
1483,20,RL,18494,Pave,AllPub,1Fam,6,5,Gd,2005,Gd,TA,1324.0,GasA,1324,0,2.0,TA,
1484,120,RL,3203,Pave,AllPub,TwnhsE,7,5,Gd,2006,Gd,TA,1145.0,GasA,1145,0,2.0,TA,
1485,80,RL,13300,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,384.0,GasA,744,630,2.0,TA,
1486,60,RL,8577,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,847.0,GasA,847,886,2.0,TA,
1487,60,RL,17433,Pave,AllPub,1Fam,8,5,Ex,1998,Gd,TA,1629.0,GasA,1645,830,3.0,TA,
1488,20,RL,8987,Pave,AllPub,1Fam,8,5,Gd,2005,Gd,TA,1595.0,GasA,1595,0,3.0,TA,
1489,20,FV,9215,Pave,AllPub,1Fam,7,5,Gd,2009,Gd,TA,1218.0,GasA,1218,0,2.0,TA,
1490,20,FV,10440,Pave,AllPub,1Fam,6,5,Ex,2005,Gd,TA,1468.0,GasA,1468,0,2.0,TA,
1491,60,RL,11920,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,831.0,GasA,831,828,2.0,TA,
1492,30,RH,9800,Pave,AllPub,1Fam,5,5,TA,1920,TA,Fa,816.0,GasA,1012,0,1.0,TA,
1493,20,RL,15410,Pave,AllPub,1Fam,6,6,TA,1974,TA,Gd,1208.0,GasA,1494,0,2.0,TA,
1494,60,RL,13143,Pave,AllPub,1Fam,8,5,Gd,1993,Gd,TA,1231.0,GasA,1251,1098,3.0,TA,
1495,60,RL,11134,Pave,AllPub,1Fam,8,5,Gd,1992,Gd,TA,1390.0,GasA,1402,823,3.0,TA,
1496,120,FV,4835,Pave,AllPub,TwnhsE,7,5,Ex,2004,Gd,TA,1488.0,GasA,1488,0,2.0,TA,
1497,160,FV,3515,Pave,AllPub,TwnhsE,7,5,Gd,2004,Gd,TA,840.0,GasA,840,840,2.0,TA,
1498,160,FV,3215,Pave,AllPub,TwnhsE,7,5,Gd,2004,Gd,TA,600.0,GasA,600,600,2.0,TA,
1499,160,FV,2544,Pave,AllPub,Twnhs,7,5,Gd,2004,Gd,TA,600.0,GasA,600,600,2.0,TA,
1500,160,FV,2544,Pave,AllPub,Twnhs,6,5,Gd,2005,Gd,TA,600.0,GasA,600,636,2.0,TA,
1501,160,FV,2980,Pave,AllPub,TwnhsE,6,5,Gd,2000,Gd,TA,756.0,GasA,756,756,2.0,TA,
1502,160,FV,2403,Pave,AllPub,TwnhsE,7,5,Gd,2003,Gd,TA,530.0,GasA,530,550,2.0,TA,
1503,20,FV,12853,Pave,AllPub,1Fam,8,5,Ex,2010,Gd,TA,1642.0,GasA,1418,0,3.0,TA,
1504,60,FV,7379,Pave,AllPub,1Fam,8,5,Gd,2000,Gd,TA,975.0,GasA,975,873,2.0,TA,
1505,20,FV,8000,Pave,AllPub,1Fam,7,5,Gd,2002,Gd,TA,1492.0,GasA,1492,0,2.0,TA,
1506,20,RL,10456,Pave,AllPub,1Fam,6,6,TA,1967,TA,TA,1829.0,GasA,1829,0,2.0,TA,
1507,60,RL,10791,Pave,AllPub,1Fam,6,5,Gd,1993,TA,TA,1280.0,GasA,1280,1215,2.0,TA,
1508,50,RL,18837,Pave,AllPub,1Fam,6,5,Gd,1978,TA,TA,1224.0,GasA,1287,604,2.0,TA,
1509,60,RL,9600,Pave,AllPub,1Fam,6,6,TA,1971,TA,TA,715.0,GasA,930,715,2.0,TA,
1510,20,RL,9600,Pave,AllPub,1Fam,5,5,TA,1966,TA,TA,1232.0,GasA,1232,0,2.0,TA,
1511,20,RL,9900,Pave,AllPub,1Fam,5,5,Gd,1966,TA,TA,1209.0,GasA,1209,0,2.0,TA,
1512,20,RL,9680,Pave,AllPub,1Fam,5,6,TA,1967,TA,TA,1510.0,GasA,1510,0,2.0,TA,
1513,80,RL,10600,Pave,AllPub,1Fam,6,5,TA,1964,TA,TA,533.0,GasA,1131,644,2.0,TA,
1514,90,RL,13260,Pave,AllPub,Duplex,5,6,TA,1962,TA,TA,1728.0,GasA,1728,0,0.0,,
1515,50,RL,9724,Pave,AllPub,1Fam,5,7,TA,1952,Gd,TA,1140.0,GasA,1929,532,2.0,TA,
1516,50,RL,17360,Pave,AllPub,1Fam,6,6,TA,1949,TA,Gd,782.0,GasA,1019,537,2.0,TA,
1517,85,RL,11380,Pave,AllPub,1Fam,6,8,TA,1966,TA,TA,1080.0,GasA,1128,0,1.0,TA,
1518,90,RL,8267,Pave,AllPub,Duplex,5,5,TA,1958,TA,TA,1604.0,GasA,1604,0,2.0,TA,
1519,20,RL,8197,Pave,AllPub,1Fam,7,5,Gd,2003,Gd,TA,1480.0,GasA,1480,0,2.0,TA,
1520,20,RL,8050,Pave,AllPub,1Fam,5,5,TA,1959,TA,TA,1143.0,GasA,1143,0,1.0,TA,
1521,20,RL,10725,Pave,AllPub,1Fam,5,5,TA,1959,TA,TA,1206.0,GasA,1206,0,1.0,TA,
1522,20,RL,10032,Pave,AllPub,1Fam,6,5,TA,1959,TA,TA,1244.0,GasA,1580,0,2.0,TA,
1523,50,RL,8382,Pave,AllPub,1Fam,4,5,TA,1956,TA,TA,832.0,GasA,832,505,1.0,TA,
1524,20,RL,10950,Pave,AllPub,1Fam,5,7,TA,1952,TA,TA,864.0,GasA,1064,0,1.0,TA,
1525,20,RL,10895,Pave,AllPub,1Fam,5,6,TA,1955,TA,Gd,972.0,GasA,972,0,1.0,TA,
1526,190,RL,13587,Pave,AllPub,2fmCon,5,5,TA,1958,TA,TA,988.0,GasA,988,0,1.0,TA,
1527,30,RL,7898,Pave,AllPub,1Fam,4,7,TA,1920,TA,TA,576.0,GasA,985,0,2.0,TA,
1528,50,RL,8064,Pave,AllPub,1Fam,6,8,TA,1948,TA,TA,816.0,GasA,816,408,1.0,TA,
1529,20,RL,7635,Pave,AllPub,1Fam,5,6,TA,1960,TA,TA,1175.0,GasA,1175,0,2.0,TA,
1530,20,RL,9760,Pave,AllPub,1Fam,6,7,TA,1963,TA,TA,1395.0,GasA,1395,0,2.0,TA,
1531,50,RM,4800,Pave,AllPub,1Fam,4,5,TA,1900,TA,TA,709.0,GasA,1157,687,1.0,TA,
1532,30,RM,4485,Pave,AllPub,1Fam,5,7,TA,1920,TA,TA,936.0,GasA,936,0,0.0,,
1533,20,RM,5805,Pave,AllPub,1Fam,5,7,TA,1957,TA,TA,1347.0,GasA,1347,0,2.0,TA,
1534,45,RM,6900,Pave,AllPub,1Fam,6,7,Gd,1938,TA,TA,827.0,GasA,827,424,1.0,TA,
1535,50,RM,11851,Pave,AllPub,1Fam,5,7,TA,1948,TA,Gd,1027.0,GasA,1027,606,1.0,TA,
1536,50,RM,8239,Pave,AllPub,1Fam,5,6,TA,1920,TA,TA,1008.0,GasA,1060,185,1.0,TA,
1537,30,RM,9656,Pave,AllPub,1Fam,2,2,Fa,1923,TA,Fa,678.0,GasA,832,0,2.0,Fa,
1538,70,RM,9600,Pave,AllPub,1Fam,8,9,TA,1900,Gd,Gd,930.0,GasW,930,636,1.0,TA,
1539,70,RM,9000,Pave,AllPub,1Fam,8,9,Fa,1890,Gd,Gd,346.0,GasA,1157,1111,2.0,TA,
1540,190,RM,9045,Pave,AllPub,2fmCon,5,3,TA,1910,TA,Fa,840.0,Grav,1128,1128,0.0,,
1541,70,RM,10560,Pave,AllPub,1Fam,6,7,Fa,1922,TA,TA,738.0,GasA,868,602,2.0,TA,
1542,50,RM,5830,Pave,AllPub,1Fam,5,6,TA,1950,TA,Gd,988.0,GasA,1030,582,1.0,TA,
1543,75,RL,7793,Pave,AllPub,1Fam,7,7,Gd,1922,TA,TA,1108.0,GasA,1160,908,1.0,TA,
1544,30,RM,5000,Pave,AllPub,1Fam,4,7,TA,1925,TA,TA,765.0,GasA,765,0,1.0,TA,
1545,50,RM,6000,Pave,AllPub,1Fam,6,7,TA,1939,TA,TA,608.0,GasA,608,524,1.0,TA,
1546,50,RM,6000,Pave,AllPub,1Fam,6,6,TA,1940,TA,Gd,572.0,GasA,848,348,2.0,TA,
1547,50,RM,6360,Pave,AllPub,1Fam,5,6,TA,1942,TA,TA,835.0,GasA,955,498,1.0,TA,
1548,50,RM,6000,Pave,AllPub,1Fam,6,7,TA,1948,TA,TA,780.0,GasA,780,636,1.0,TA,
1549,50,RM,6240,Pave,AllPub,1Fam,5,7,TA,1936,TA,TA,528.0,GasA,548,492,2.0,TA,
1550,50,RM,6240,Pave,AllPub,1Fam,5,5,TA,1930,TA,TA,928.0,GasA,928,608,2.0,TA,
1551,30,RM,6120,Pave,AllPub,1Fam,6,5,Fa,1923,TA,TA,1124.0,GasA,1068,0,1.0,TA,
1552,50,RM,8094,Pave,AllPub,1Fam,4,5,TA,1915,TA,Fa,888.0,GasA,888,1074,2.0,TA,
1553,70,RM,12900,Pave,AllPub,1Fam,6,8,TA,1912,Gd,Gd,780.0,GasA,780,780,0.0,,
1554,70,RM,3068,Pave,AllPub,1Fam,6,8,TA,1920,TA,Gd,662.0,GasA,662,662,1.0,TA,
1555,20,RL,15263,Pave,AllPub,1Fam,5,5,Gd,1959,TA,TA,1422.0,GasA,1675,0,1.0,TA,
1556,50,RL,10632,Pave,AllPub,1Fam,5,3,Gd,1917,TA,TA,689.0,GasA,725,499,1.0,Fa,
1557,190,RL,9900,Pave,AllPub,2fmCon,5,4,TA,1915,Fa,Fa,1212.0,GasA,1212,180,0.0,,
1558,50,RL,6001,Pave,AllPub,1Fam,6,5,Fa,1940,TA,TA,600.0,GasA,600,319,1.0,TA,
1559,70,C (all),6449,Pave,AllPub,1Fam,4,1,TA,1907,TA,TA,707.0,GasW,942,942,0.0,,
1560,190,RH,6048,Pave,AllPub,2fmCon,5,7,TA,1910,TA,Gd,856.0,GasA,936,744,2.0,Fa,
1561,90,RL,10773,Pave,AllPub,Duplex,4,3,TA,1967,Fa,Fa,1832.0,GasA,1832,0,0.0,,
1562,20,RL,7800,Pave,AllPub,1Fam,5,7,TA,1966,TA,TA,864.0,GasA,892,0,1.0,TA,
1563,20,RL,7832,Pave,AllPub,1Fam,5,5,TA,1968,TA,TA,864.0,GasA,864,0,1.0,TA,
1564,90,RL,7424,Pave,AllPub,Duplex,5,5,Gd,1978,TA,TA,1319.0,GasA,1373,0,2.0,TA,
1565,60,RL,11227,Pave,AllPub,1Fam,5,5,TA,1968,TA,Gd,720.0,GasA,720,720,2.0,TA,
1566,20,RL,20062,Pave,AllPub,1Fam,7,7,Gd,1977,Gd,Gd,1420.0,GasA,1483,0,2.0,TA,
1567,30,RL,9259,Pave,AllPub,1Fam,4,4,Fa,1927,TA,TA,660.0,GasA,756,0,2.0,TA,
1568,60,RL,17082,Pave,AllPub,1Fam,6,5,Gd,1978,TA,TA,1117.0,GasA,1117,864,2.0,TA,
1569,50,RL,18600,Pave,AllPub,1Fam,3,4,TA,1938,TA,TA,972.0,GasA,1052,558,1.0,TA,
1570,20,RL,11479,Pave,AllPub,1Fam,6,7,TA,1950,TA,TA,663.0,GasA,1074,0,1.0,TA,
1571,50,RL,9350,Pave,AllPub,1Fam,4,6,TA,1947,TA,TA,756.0,GasA,1169,0,1.0,TA,
1572,20,RL,9525,Pave,AllPub,1Fam,5,7,TA,1954,TA,TA,1172.0,GasA,1172,0,1.0,TA,
1573,20,RL,17485,Pave,AllPub,1Fam,7,5,Gd,2009,Gd,TA,1508.0,GasA,1508,0,2.0,TA,
1574,20,RL,11200,Pave,AllPub,1Fam,5,3,TA,1964,TA,Fa,1250.0,GasA,1298,0,2.0,Fa,
1575,20,RL,11980,Pave,AllPub,1Fam,7,5,Gd,1987,Gd,TA,1433.0,GasA,1433,0,2.0,Gd,
1576,60,RL,12361,Pave,AllPub,1Fam,6,7,Gd,1993,Gd,Gd,946.0,GasA,964,838,4.0,TA,
1577,20,RL,7360,Pave,AllPub,1Fam,7,5,Gd,2010,Gd,TA,1222.0,GasA,1222,0,2.0,TA,
1578,50,RL,14235,Pave,AllPub,1Fam,6,8,Fa,1900,TA,TA,676.0,GasA,831,614,2.0,TA,
1579,85,RL,11105,Pave,AllPub,1Fam,5,5,Gd,1996,TA,Gd,870.0,GasA,965,0,2.0,TA,
1580,60,RL,9337,Pave,AllPub,1Fam,7,5,Gd,1997,TA,TA,878.0,GasA,892,800,2.0,TA,
1581,20,RL,15240,Pave,AllPub,1Fam,5,8,Gd,1977,Gd,Gd,1026.0,GasA,1026,0,1.0,TA,
1582,20,RL,7480,Pave,AllPub,1Fam,5,6,TA,1972,TA,TA,876.0,GasA,876,0,2.0,TA,
1583,20,RL,10389,Pave,AllPub,1Fam,8,5,Gd,2003,Gd,TA,1978.0,GasA,1978,0,3.0,TA,
1584,60,RL,9375,Pave,AllPub,1Fam,7,5,Gd,1997,Gd,TA,1040.0,GasA,1044,1054,2.0,TA,
1585,120,RM,4435,Pave,AllPub,TwnhsE,6,5,Gd,2003,Gd,TA,848.0,GasA,848,0,2.0,TA,
1586,30,RL,8777,Pave,AllPub,1Fam,3,6,,1945,TA,Gd,0.0,GasA,640,0,1.0,TA,
1587,20,RL,8842,Pave,AllPub,1Fam,5,6,Fa,1954,TA,Gd,381.0,GasA,992,0,1.0,TA,
1588,20,RL,10044,Pave,AllPub,1Fam,5,6,Gd,1968,TA,TA,1196.0,GasA,1196,0,1.0,TA,
1589,50,RL,11792,Pave,AllPub,1Fam,4,5,TA,1948,TA,TA,744.0,GasA,792,328,2.0,Fa,
1590,80,RL,6305,Pave,AllPub,1Fam,6,6,TA,1975,TA,TA,1008.0,GasA,1096,0,1.0,TA,
1591,20,RL,6410,Pave,AllPub,1Fam,4,5,TA,1958,TA,TA,960.0,GasA,960,0,0.0,,
1592,30,RL,4853,Pave,AllPub,1Fam,5,6,TA,1924,TA,TA,1107.0,GasA,1296,0,1.0,TA,
1593,30,RL,7890,Pave,AllPub,1Fam,6,6,TA,1939,TA,TA,856.0,GasA,856,0,2.0,TA,
1594,90,RH,7200,Pave,AllPub,Duplex,4,6,,1967,TA,TA,0.0,GasA,862,1788,0.0,,
1595,50,RL,9839,Pave,AllPub,1Fam,5,2,TA,1931,TA,TA,894.0,GasA,894,772,0.0,,
1596,50,RL,10452,Pave,AllPub,1Fam,7,6,Gd,1941,Gd,Gd,1528.0,GasA,1225,908,1.0,TA,
1597,90,RL,15600,Pave,AllPub,Duplex,5,6,TA,1950,TA,Gd,1032.0,GasA,1102,1075,2.0,TA,
1598,80,RL,19645,Pave,AllPub,1Fam,7,6,Gd,1994,TA,TA,423.0,GasA,896,756,2.0,TA,
1599,120,RM,3907,Pave,AllPub,TwnhsE,8,6,Gd,1989,Gd,TA,982.0,GasA,1034,0,2.0,TA,
1600,120,RM,3907,Pave,AllPub,TwnhsE,8,5,Gd,1989,Gd,TA,1191.0,GasA,1191,0,2.0,TA,
1601,30,RM,8154,Pave,AllPub,1Fam,2,5,TA,1941,TA,TA,480.0,GasA,540,0,1.0,Fa,
1602,50,RM,9140,Pave,AllPub,1Fam,6,5,TA,1921,TA,TA,629.0,GasA,727,380,1.0,TA,
1603,30,C (all),8712,Grvl,AllPub,1Fam,4,7,TA,1896,Fa,Fa,756.0,GasA,952,0,1.0,TA,
1604,120,RM,3811,Pave,AllPub,TwnhsE,8,5,Ex,2004,Gd,TA,1594.0,GasA,1646,0,2.0,TA,
1605,60,RL,11050,Pave,AllPub,1Fam,8,5,Gd,1998,Gd,TA,1049.0,GasA,1036,880,3.0,TA,
1606,80,RL,9620,Pave,AllPub,1Fam,6,7,TA,1977,TA,TA,1243.0,GasA,1285,0,2.0,TA,
1607,90,RL,12760,Pave,AllPub,Duplex,6,5,TA,1976,TA,TA,1958.0,GasA,2048,0,2.0,TA,
1608,20,RL,11896,Pave,AllPub,1Fam,7,5,Gd,2008,Gd,TA,1336.0,GasA,1346,0,3.0,TA,
1609,20,RL,9803,Pave,AllPub,1Fam,7,5,Gd,2009,Gd,TA,1214.0,GasA,1214,0,2.0,TA,
1610,60,RL,9802,Pave,AllPub,1Fam,5,5,Gd,2006,TA,TA,384.0,GasA,744,700,2.0,TA,
1611,20,RL,15300,Pave,AllPub,1Fam,5,5,TA,1965,TA,TA,1068.0,GasA,1264,0,2.0,TA,
1612,20,RL,10114,Pave,AllPub,1Fam,5,5,Ex,2004,TA,TA,1430.0,GasA,1430,0,2.0,TA,
1613,20,RL,11875,Pave,AllPub,1Fam,5,5,Gd,1999,TA,TA,1344.0,GasA,1344,0,2.0,TA,
1614,120,RM,2394,Pave,AllPub,Twnhs,5,6,Gd,1973,TA,TA,945.0,GasA,945,0,1.0,TA,
1615,160,RM,1476,Pave,AllPub,Twnhs,4,7,TA,1970,TA,TA,546.0,GasA,546,546,0.0,,
1616,160,RM,1900,Pave,AllPub,TwnhsE,4,4,TA,1970,TA,TA,546.0,GasA,546,546,0.0,,
1617,160,RM,1890,Pave,AllPub,TwnhsE,4,6,TA,1972,TA,TA,546.0,GasA,546,546,1.0,TA,
1618,20,RL,6953,Pave,AllPub,1Fam,5,7,TA,1971,TA,Gd,864.0,GasA,874,0,1.0,TA,
